major1,major2,minor1,minor2,IPEDS.Race.Ethnicity,Gender,GPA.Range,Term.Code,survey_city,survey_company,survey_deptfunc,survey_offers,survey_plans,survey_pref_field,survey_pref_loc,survey_salary,survey_state
Supply Chain & Operations Mgmt,none,No Minor,No Minor,White,Female,3.00 - 3.49,201920,Alexandria,Xator Corporation,"Analytics
 Logistics / Supply Chain
 Information Technology
 Operations / Procurement",3,accepted fulltime job,Yes,Yes,60000.0,VA
Supply Chain & Operations Mgmt,none,No Minor,No Minor,White,Male,2.50 - 2.99,202110,Augusta,Textron Specialized Vehicles,Unknown,None,accepted fulltime job,None,None,58000.0,GA
Supply Chain & Operations Mgmt,none,No Minor,No Minor,White,Male,2.50 - 2.99,202110,Augusta,Textron,Logistics / Supply Chain Operations / Procurement,2,accepted fulltime job,Yes,Yes,60000.0,GA
Information Systems,none,No Minor,No Minor,White,Male,3.00 - 3.49,201920,Plano,Wipro,Information Technology,1,accepted fulltime job,Yes,No,60000.0,TX
Supply Chain & Operations Mgmt,none,No Minor,No Minor,Hispanic/Latino,Female,3.00 - 3.49,201920,Cincinnati,P&G,Logistics/Supply Chain,4,accepted fulltime job,Yes,Yes,75000.0,OH
Marketing,none,Supply Chain Management,No Minor,White,Female,3.00 - 3.49,201920,Colubmus,Dancer Solutions,Marketing/Sales,5,accepted fulltime job,Yes,Yes,55000.0,OH
Finance,none,No Minor,No Minor,White,Female,3.00 - 3.49,202020,Boston,Global Atlantic Financial Group,Analytics Finance Human Resources,1,accepted fulltime job,Yes,Yes,60000.0,MA
Marketing,none,Mangement and Leadership,No Minor,Hispanic/Latino,Female,3.00 - 3.49,201920,Alpharetta,"Westchester, A Chubb Company",Other: Risk Management / Insurance,1,accepted fulltime job,Yes,Yes,58000.0,GA
Accountancy,none,No Minor,No Minor,White,Female,3.50 - 4.00,202020,Chicago,Crowe LLP,Accounting,1,accepted fulltime job,No,Yes,63000.0,IL
Finance,none,No Minor,No Minor,Multi Racial,Male,2.00 - 2.49,202020,Cleveland,BrightEdge,Unknown,None,accepted fulltime job,None,None,68000.0,OH
Accountancy,none,Math/Stat,Math/Stat,White,Male,3.50 - 4.00,201920,Cincinnati,BDO,Accounting,1,accepted fulltime job,Yes,Yes,52000.0,OH
Human Capital Mgmt& Leadership,none,No Minor,No Minor,White,Female,3.50 - 4.00,202120,Chicago,Peloton Consulting Group,Unknown,1,accepted fulltime job,Yes,Yes,62000.0,IL
Information Systems,none,No Minor,No Minor,White,Male,3.50 - 4.00,202020,Cincinnati,GE Aviation,Information Technology,1,accepted fulltime job,Yes,Yes,82000.0,OH
Finance,none,Humanities,Humanities,White,Female,3.50 - 4.00,202020,Washington,Federal Bureau of Investigation,Other: Counterterrorism,1,accepted fulltime job,Yes,Yes,48670.0,DC
Information Systems,none,Information Security,No Minor,White,Female,3.00 - 3.49,202120,Forth Worth,Textron,Information Technology,2,accepted fulltime job,Yes,Yes,66000.0,TX
Human Capital Mgmt& Leadership,Marketing,No Minor,No Minor,White,Female,3.00 - 3.49,202120,Columbus,Abbott,Marketing / Sales,1,accepted fulltime job,Yes,Yes,50128.0,OH
Accountancy,none,Information Security,Information Security,White,Female,3.00 - 3.49,202120,Cleveland,EY,Accounting,1,accepted fulltime job,Yes,Yes,65000.0,OH
Management and Leadership,none,No Minor,No Minor,White,Female,2.00 - 2.49,202020,Hershey,Hershey Entertainment & Resorts,Human Resources,2,accepted fulltime job,Yes,No,30160.0,PA
Finance,none,No Minor,No Minor,White,Male,3.00 - 3.49,202120,Eau Claire,FDIC,Finance Other: Government,2,accepted fulltime job,Yes,Yes,55000.0,WI
Business Analytics,none,Information Systems,No Minor,White,Male,3.00 - 3.49,202120,Washington,Accenture,Consulting,1,accepted fulltime job,Yes,Yes,82000.0,DC
Marketing,none,No Minor,No Minor,White,Male,2.50 - 2.99,201920,Cincinnati,David J. Joseph,Marketing / Sales,2,accepted fulltime job,Yes,Yes,55000.0,OH
Finance,none,Information Systems,No Minor,White,Male,3.00 - 3.49,202020,Chicago,The Hackett Group,Consulting Finance General Management IT Assurance / IT Audit Logistics / Supply Chain Information Technology,3,accepted fulltime job,Yes,Yes,73000.0,IL
Accountancy,none,No Minor,No Minor,White,Male,3.50 - 4.00,202120,Chicago,Deloitte,Accounting Consulting Other: Tax,1,accepted fulltime job,Yes,Yes,62000.0,IL
Business Analytics,none,Information Security,No Minor,White,Female,3.00 - 3.49,202020,Chicago,EY,Accounting IT Assurance / IT Audit,2,accepted fulltime job,Yes,Yes,63000.0,IL
Supply Chain & Operations Mgmt,none,Information Systems,Information Systems,White,Female,3.00 - 3.49,201920,Tysons,Ernst & Young,"Consulting
 Logistics / Supply Chain
 Operations / Procurement",1,accepted fulltime job,Yes,Yes,74000.0,VA
Finance,none,No Minor,No Minor,White,Male,3.50 - 4.00,202020,Chicago,Suntrust,Finance,3,accepted fulltime job,Yes,Yes,80000.0,IL
Information Systems,none,Engineering/Science,No Minor,White,Male,2.50 - 2.99,201920,Cincinnati,Kroger,IT Assurance/IT Audit,1,accepted fulltime job,Yes,Yes,68000.0,OH
Supply Chain & Operations Mgmt,none,No Minor,No Minor,White,Female,3.50 - 4.00,201920,Williamsport,Textron Systems: Lycoming Engines,"Logistics / Supply Chain
 Operations / Procurement",3,accepted fulltime job,Yes,No,54000.0,PA
Accountancy,none,Business Analytics,No Minor,Multi Racial,Male,3.00 - 3.49,202020,Cincinnati,BDO,Accounting,1,accepted fulltime job,Yes,Yes,53000.0,OH
Marketing,none,No Minor,No Minor,Hispanic/Latino,Female,2.50 - 2.99,202120,Austin,Oracle,Marketing / Sales,1,accepted fulltime job,Yes,No,50000.0,TX
Information Systems,none,Mangement and Leadership,Mangement and Leadership,White,Female,3.50 - 4.00,202120,Chicago,West Monroe Partners,Analytics Consulting Finance,1,accepted fulltime job,Yes,Yes,70000.0,IL
Finance,none,Business Analytics,Business Analytics,White,Female,3.50 - 4.00,202020,Chicago,West Monroe Partners,Consulting,1,accepted fulltime job,Yes,Yes,70000.0,IL
Accountancy,none,No Minor,No Minor,White,Female,3.50 - 4.00,201920,Chicago,KPMG,Accounting,1,accepted fulltime job,Yes,Yes,60000.0,IL
Marketing,none,Information Systems,Information Systems,White,Male,3.00 - 3.49,202120,Cleveland,The Superlative Group,Unknown,None,accepted fulltime job,None,None,50000.0,OH
Marketing,none,Business Analytics,Business Analytics,White,Female,3.50 - 4.00,202120,Chicago,Rise Interactive,Unknown,1,accepted fulltime job,Yes,Yes,50000.0,IL
Business Economics,none,No Minor,No Minor,White,Male,3.00 - 3.49,202020,Cincinnati,Dewey's Pizza,General Management Logistics / Supply Chain Operations / Procurement,4,accepted fulltime job,Yes,Yes,62500.0,OH
Finance,none,No Minor,No Minor,White,Female,3.00 - 3.49,202020,Chicago,Insight Global,Marketing / Sales,1,accepted fulltime job,Yes,Yes,40000.0,IL
Marketing,none,No Minor,No Minor,White,Female,3.50 - 4.00,202020,Columbus,PepsiCo Frito-Lay,Marketing / Sales,1,accepted fulltime job,Yes,Yes,65000.0,OH
Accountancy,none,Language,Language,White,Female,3.50 - 4.00,201920,Cincinnati,PWC,Accounting,1,accepted fulltime job,Yes,Yes,52000.0,OH
Finance,none,No Minor,No Minor,Non-Resident Alien,Female,3.00 - 3.49,201915,Pittsburgh,Prop Ocean Corporation,Unknown,None,accepted fulltime job,None,None,58120.19679571174,PA
Supply Chain & Operations Mgmt,none,No Minor,No Minor,White,Male,2.50 - 2.99,201920,Cincinnati,UC Health,Logistics/Supply Chain,4,accepted fulltime job,Yes,Yes,41600.0,OH
Marketing,none,Interactive Media Studies,Interactive Media Studies,Hispanic/Latino,Female,3.00 - 3.49,202020,Cincinnati,Procter & Gamble,Unknown,None,accepted fulltime job,None,None,70000.0,OH
Finance,none,Information Systems,Information Systems,White,Male,3.00 - 3.49,202020,Cleveland,Union Home Mortgage Corp.,Accounting Finance,2,accepted fulltime job,Yes,Yes,52000.0,OH
Finance,none,No Minor,No Minor,White,Female,3.50 - 4.00,202020,Chicago,West Monroe Partners,Consulting,5,accepted fulltime job,Yes,Yes,70000.0,IL
Supply Chain & Operations Mgmt,none,No Minor,No Minor,Hispanic/Latino,Female,3.00 - 3.49,201920,Columbus,DHL Supply Chain,"Analytics
 Logistics / Supply Chain
 Operations / Procurement",1,accepted fulltime job,Yes,Yes,52500.0,OH
Human Capital Mgmt& Leadership,none,No Minor,No Minor,Hispanic/Latino,Male,3.00 - 3.49,202120,Los Angeles,Northmarq,Unknown,0,accepted fulltime job,Yes,Yes,58120.19679571174,CA
Accountancy,none,Business Analytics,No Minor,White,Male,3.50 - 4.00,202120,Columbus,Deloitte,Accounting Consulting IT Assurance / IT Audit,1,accepted fulltime job,Yes,Yes,53500.0,OH
Marketing,none,Language,Language,Hispanic/Latino,Male,3.50 - 4.00,201920,Newport,Divisions Maintenance Group,Marketing/Sales,1,accepted fulltime job,Yes,Yes,38000.0,KY
Marketing,none,No Minor,No Minor,White,Female,3.50 - 4.00,201920,Denver,Motive,IMS,2,accepted fulltime job,Yes,Yes,58120.19679571174,CO
Business Economics,none,Arts Related,Arts Related,White,Female,3.00 - 3.49,201920,Blue Ash,LendKey Technologies,"Analytics
 Consulting
 Finance
 Marketing / Sales
 Operations / Procurement",1,accepted fulltime job,Yes,Yes,55000.0,OH
Accountancy,none,Humanities,No Minor,White,Male,3.50 - 4.00,202120,Atlanta,KPMG,Accounting,1,accepted fulltime job,Yes,Yes,57000.0,GA
Accountancy,none,Information Systems,No Minor,White,Female,3.50 - 4.00,201920,Boston,PWC,Accounting,2,accepted fulltime job,Yes,Yes,60000.0,MA
Finance,none,No Minor,No Minor,White,Male,3.00 - 3.49,202020,Chicago,PNC Financial Services,Consulting Finance,1,accepted fulltime job,Yes,Yes,55000.0,IL
Finance,none,No Minor,No Minor,White,Male,3.50 - 4.00,202120,Chicago,AON,Finance,2,accepted fulltime job,Yes,Yes,70000.0,IL
Information Systems,none,Interactive Media Studies,No Minor,White,Female,3.50 - 4.00,202020,Chicago,Nielsen,Analytics,1,accepted fulltime job,Yes,Yes,58000.0,IL
Accountancy,none,Humanities,Humanities,White,Male,3.50 - 4.00,202020,Cleveland,Deloitte,Accounting,1,accepted fulltime job,Yes,Yes,53000.0,OH
Finance,none,No Minor,No Minor,White,Male,2.50 - 2.99,202020,Covington,Fidelity Investments,Finance Marketing / Sales,3,accepted fulltime job,Yes,Yes,44000.0,KY
Finance,none,No Minor,No Minor,White,Male,2.00 - 2.49,202120,Unknown,Northwestern Mutual,Unknown,2,accepted fulltime job,Yes,Yes,58120.19679571174,OH
Accountancy,none,No Minor,No Minor,White,Female,3.50 - 4.00,202020,Cleveland,Deloitte,Accounting,3,accepted fulltime job,Yes,Yes,51000.0,OH
Marketing,none,Humanities,Humanities,White,Male,3.50 - 4.00,202020,Bentonville,Walmart,Marketing / Sales Operations / Procurement,1,accepted fulltime job,Yes,Yes,58120.19679571174,AR
Accountancy,none,No Minor,No Minor,White,Female,3.50 - 4.00,202120,Cincinnati,Cintas,Accounting,1,accepted fulltime job,Yes,Yes,54000.0,OH
Supply Chain & Operations Mgmt,none,Language,No Minor,White,Female,3.00 - 3.49,202120,Columbus,Honda,Logistics / Supply Chain,2,accepted fulltime job,Yes,Yes,54900.0,OH
Marketing,none,Arts Related,Arts Related,White,Male,3.00 - 3.49,202020,St. Louis,Pretium Packaging,Unknown,None,accepted fulltime job,None,None,58120.19679571174,MO
Marketing,none,No Minor,No Minor,White,Male,3.50 - 4.00,202120,Cleveland,Progressive Insurance,Analytics,1,accepted fulltime job,Yes,No,58000.0,OH
Accountancy,none,Information Systems,No Minor,White,Female,2.50 - 2.99,202020,Plano,JP Morgan Chase,Accounting,1,accepted fulltime job,Yes,Yes,60000.0,TX
Marketing,none,No Minor,No Minor,Asian,Male,2.50 - 2.99,202120,Toledo,Blue Technologies,Unknown,1,accepted fulltime job,Yes,Yes,44000.0,OH
Finance,none,Business Analytics,No Minor,White,Male,3.00 - 3.49,201920,Arlington,Deloitte,Unknown,3,accepted fulltime job,Yes,None,61000.0,VA
Accountancy,none,Information Systems,Information Systems,White,Male,3.50 - 4.00,202120,Cincinnati,RSM,Accounting,1,accepted fulltime job,Yes,Yes,56000.0,OH
Marketing,none,Media Related,Media Related,White,Female,2.50 - 2.99,202120,Cincinnati,Kolar Design,Unknown,3,accepted fulltime job,Yes,Yes,45000.0,OH
Accountancy,none,Information Systems,No Minor,White,Male,3.00 - 3.49,202120,Columbus,Woda Cooper Companies,Accounting,2,accepted fulltime job,Yes,No,46000.0,OH
Marketing,none,No Minor,No Minor,White,Male,3.50 - 4.00,201920,Columbus,Columbus Sports Commission,"Advertising / Public Relations
 Marketing / Sales",2,accepted fulltime job,Yes,Yes,40000.0,OH
Accountancy,none,No Minor,No Minor,Hispanic/Latino,Male,3.00 - 3.49,201920,Cincinnati,J.C. Baker & Associates,Consulting,2,accepted fulltime job,Yes,Yes,58120.19679571174,OH
Supply Chain & Operations Mgmt,none,Humanities,Humanities,White,Male,3.00 - 3.49,202120,Columbus,DHL Supply Chain,Logistics / Supply Chain Operations / Procurement,1,accepted fulltime job,Yes,Yes,55000.0,OH
Accountancy,Finance,Humanities,Humanities,White,Male,3.50 - 4.00,201920,Chicago,KPMG,Unknown,None,accepted fulltime job,None,None,71000.0,IL
Business Economics,none,Business Analytics,Business Analytics,White,Female,3.00 - 3.49,202020,Mason,Macy's Credit and Customer Service Center,Analytics General Management,1,accepted fulltime job,Yes,Yes,55000.0,OH
Finance,none,Marketing,Marketing,White,Male,3.00 - 3.49,202020,Chicago,West Monroe Partners,Consulting Finance,2,accepted fulltime job,Yes,Yes,70000.0,IL
Management and Leadership,none,Supply Chain Management,No Minor,White,Female,3.00 - 3.49,201920,Providence,Textron Systems,Human Resources,2,accepted fulltime job,Yes,Yes,56500.0,RI
Finance,none,Language,Language,White,Male,3.00 - 3.49,201920,Unknown,Polyone,Finance,3,accepted fulltime job,Yes,No,65000.0,OH
Business Economics,none,Business Analytics,Business Analytics,White,Male,3.00 - 3.49,202120,Cleveland,Progressive Insurance,Analytics,0,accepted fulltime job,Yes,Yes,58000.0,OH
Finance,none,No Minor,No Minor,Hispanic/Latino,Male,3.00 - 3.49,201930,Detroit,Quicken Loans,"Finance
 Marketing / Sales",1,accepted fulltime job,Yes,No,40000.0,MI
Marketing,Supply Chain & Operations Mgmt,No Minor,No Minor,White,Female,3.50 - 4.00,201910,Greensboro,Cardinal Health,Logistics/Supply Chain,3,accepted fulltime job,Yes,Yes,56000.0,NC
Business Analytics,none,Language,No Minor,White,Female,3.50 - 4.00,202120,Cleveland,Deloitte Consulting,Unknown,2,accepted fulltime job,Yes,Yes,77500.0,OH
Accountancy,Finance,No Minor,No Minor,White,Female,3.50 - 4.00,201920,Chicago,Guggenheim,Unknown,4,accepted fulltime job,Yes,None,85000.0,IL
Finance,none,Humanities,Humanities,White,Male,3.50 - 4.00,201920,Cleveland,EY,"Accounting
 Analytics
 Consulting",2,accepted fulltime job,Yes,Yes,53000.0,OH
Finance,none,No Minor,No Minor,White,Female,3.00 - 3.49,202120,New York City,JP Morgan Chase,Finance,1,accepted fulltime job,Yes,Yes,75000.0,NY
Management and Leadership,none,Language,Language,Hispanic/Latino,Female,3.00 - 3.49,201920,Chicago,Huron Consulting,Consulting,1,accepted fulltime job,Yes,Yes,68000.0,IL
Marketing,none,No Minor,No Minor,White,Female,3.00 - 3.49,201920,Chicago,Uber Freight,"Logistics / Supply Chain
 Marketing / Sales",3,accepted fulltime job,Yes,Yes,62000.0,IL
Marketing,none,Arts Related,Arts Related,White,Female,3.00 - 3.49,202120,Dayton,Vivial,Marketing / Sales,1,accepted fulltime job,Yes,Yes,37000.0,OH
Finance,none,Business Analytics,No Minor,Multi Racial,Male,3.00 - 3.49,201920,Cincinnati,Deloitte,"Accounting
 Finance",1,accepted fulltime job,Yes,Yes,53000.0,OH
Marketing,none,Language,Language,White,Male,3.50 - 4.00,202120,Minneapolis,Cummins,Analytics Marketing / Sales,2,accepted fulltime job,Yes,Yes,60000.0,MN
Marketing,none,Entrepreneurship,No Minor,White,Male,3.00 - 3.49,201920,New Albany,Abercrombie & Fitch,Other: Merchandising,1,accepted fulltime job,Yes,Yes,62500.0,OH
Marketing,none,Entrepreneurship,Entrepreneurship,White,Male,3.00 - 3.49,202020,Chicago,Challenger,Unknown,None,accepted fulltime job,None,None,58120.19679571174,IL
Marketing,none,Interactive Media Studies,Interactive Media Studies,White,Female,3.50 - 4.00,202120,TBD,PepsiCo,Marketing / Sales,1,accepted fulltime job,Yes,Yes,65000.0,TBD
Supply Chain & Operations Mgmt,none,Language,Language,White,Male,3.00 - 3.49,202020,Dayton,The Reynolds and Reynolds Company,Unknown,0,accepted fulltime job,None,None,58120.19679571174,OH
Finance,none,No Minor,No Minor,White,Male,3.00 - 3.49,202020,Columbus,Orix Real Estate Capital,Finance,1,accepted fulltime job,Yes,No,65000.0,OH
Finance,none,No Minor,No Minor,White,Male,3.00 - 3.49,201920,Cleveland,Quicken Loan,Mareting/Sales,2,accepted fulltime job,Yes,Yes,28000.0,OH
Finance,none,No Minor,No Minor,White,Male,3.00 - 3.49,201920,Cleveland,Cleveland Clinic,Finance,4,accepted fulltime job,Yes,Yes,62000.0,OH
Accountancy,none,Business Analytics,Business Analytics,Hispanic/Latino,Female,3.50 - 4.00,202020,Chicago,EY,Accounting,1,accepted fulltime job,Yes,Yes,62000.0,IL
Marketing,none,Entrepreneurship,Entrepreneurship,White,Male,2.50 - 2.99,202120,Covington,Fidelity Investments,Finance Marketing / Sales,2,accepted fulltime job,Yes,Yes,45000.0,KY
Accountancy,none,No Minor,No Minor,White,Male,3.50 - 4.00,202120,Liberty Valley,Hollster Inc,Unknown,4,accepted fulltime job,Yes,Yes,60000.0,IL
Finance,none,Entrepreneurship,Humanities,White,Male,3.00 - 3.49,201920,Chicago,BDO USA,Unknown,1,accepted fulltime job,Yes,None,61000.0,IL
Finance,none,No Minor,No Minor,White,Male,3.00 - 3.49,202020,St. Louis,Wells Fargo,Accounting Finance,1,accepted fulltime job,Yes,Yes,60000.0,MO
Information Systems,none,Supply Chain Management,No Minor,White,Male,2.50 - 2.99,202120,Cincinnati,Nivo1,Unknown,2,accepted fulltime job,Yes,Yes,50000.0,OH
Marketing,none,Interactive Media Studies,No Minor,White,Female,3.50 - 4.00,201920,Dayton,Reynolds and Reynolds,Marketing / Sales,1,accepted fulltime job,Yes,Yes,39000.0,OH
Finance,none,Engineering/Science,No Minor,White,Male,3.50 - 4.00,202120,Cincinnati,Fifth Third Bank,Finance Operations / Procurement,1,accepted fulltime job,Yes,Yes,54000.0,OH
Human Capital Mgmt& Leadership,none,International Business,International Business,White,Female,3.50 - 4.00,202020,Minneapolis,EY,Consulting,1,accepted fulltime job,Yes,Yes,67000.0,MN
Finance,none,No Minor,No Minor,White,Female,3.00 - 3.49,201920,Cleveland,KeyBank,"Finance
 Marketing / Sales",1,accepted fulltime job,Yes,Yes,55000.0,OH
Finance,none,Mangement and Leadership,Mangement and Leadership,White,Female,3.50 - 4.00,201920,Columbus,Abercrombie & Fitch,Finance,1,accepted fulltime job,Yes,Yes,62500.0,OH
Finance,none,Business Analytics,Language,White,Male,3.50 - 4.00,202020,Chicago,Capgemini Invent,Consulting,2,accepted fulltime job,Yes,Yes,70000.0,IL
Finance,Management and Leadership,No Minor,No Minor,Hispanic/Latino,Male,3.00 - 3.49,201920,New Albany,Abercrombie & Fitch,"Analytics
 Finance",1,accepted fulltime job,Yes,No,60000.0,OH
Finance,none,Entrepreneurship,Entrepreneurship,White,Male,3.00 - 3.49,202020,Philadelphia,Stifel Financial Corp,Unknown,None,accepted fulltime job,None,None,58120.19679571174,PA
Business Economics,none,Business Analytics,No Minor,White,Male,3.00 - 3.49,202120,Chicago,West Monroe Partners,Unknown,1,accepted fulltime job,None,None,70000.0,IL
Supply Chain & Operations Mgmt,none,Humanities,Marketing,White,Female,3.00 - 3.49,201920,Dublin,Univar Solutions,Operations / Procurement,2,accepted fulltime job,Yes,Yes,45000.0,OH
Finance,none,Business Analytics,No Minor,White,Male,3.00 - 3.49,202120,St. Louis,Enterprise Rent-A-Car,Finance General Management Marketing / Sales Operations / Procurement,1,accepted fulltime job,Yes,Yes,42000.0,MO
Accountancy,none,No Minor,No Minor,White,Male,3.00 - 3.49,201920,Cincinnati,Ernst & Young,Accounting,3,accepted fulltime job,Yes,Yes,51000.0,OH
Marketing,none,Business Analytics,No Minor,White,Female,3.00 - 3.49,201920,Cincinnati,Nielsen,"Analytics
 Marketing / Sales",6,accepted fulltime job,Yes,Yes,56000.0,OH
Accountancy,Finance,No Minor,No Minor,White,Female,3.50 - 4.00,202020,Chicago,Baxter International,Accounting Finance,1,accepted fulltime job,Yes,Yes,60000.0,IL
